user_id,ISBN,Book-Rating,book_title,Book-Author
128835,0553263226,0,The Bourne Supremacy,Robert Ludlum
130474,0553263226,0,The Bourne Supremacy,Robert Ludlum
145449,0553263226,0,The Bourne Supremacy,Robert Ludlum
152249,0553263226,0,The Bourne Supremacy,Robert Ludlum
159033,0553263226,0,The Bourne Supremacy,Robert Ludlum
166123,0553263226,0,The Bourne Supremacy,Robert Ludlum
170518,0553263226,0,The Bourne Supremacy,Robert Ludlum
177072,0553263226,0,The Bourne Supremacy,Robert Ludlum
177458,0553263226,0,The Bourne Supremacy,Robert Ludlum
184299,0553263226,0,The Bourne Supremacy,Robert Ludlum
185233,0553263226,0,The Bourne Supremacy,Robert Ludlum
186570,0553263226,0,The Bourne Supremacy,Robert Ludlum
201526,0553263226,0,The Bourne Supremacy,Robert Ludlum
208406,0553263226,9,The Bourne Supremacy,Robert Ludlum
211426,0553263226,0,The Bourne Supremacy,Robert Ludlum
225810,0553263226,0,The Bourne Supremacy,Robert Ludlum
234623,0553263226,0,The Bourne Supremacy,Robert Ludlum
235392,0553263226,0,The Bourne Supremacy,Robert Ludlum
245963,0553263226,0,The Bourne Supremacy,Robert Ludlum
265313,0553263226,0,The Bourne Supremacy,Robert Ludlum
269566,0553263226,0,The Bourne Supremacy,Robert Ludlum
8245,067102423X,0,Bag of Bones,Stephen King
8936,067102423X,0,Bag of Bones,Stephen King
11676,067102423X,8,Bag of Bones,Stephen King
12538,067102423X,8,Bag of Bones,Stephen King
13552,067102423X,0,Bag of Bones,Stephen King
14521,067102423X,0,Bag of Bones,Stephen King
16795,067102423X,0,Bag of Bones,Stephen King
27617,067102423X,0,Bag of Bones,Stephen King
31826,067102423X,10,Bag of Bones,Stephen King
35859,067102423X,0,Bag of Bones,Stephen King
44728,067102423X,0,Bag of Bones,Stephen King
51883,067102423X,10,Bag of Bones,Stephen King
68555,067102423X,0,Bag of Bones,Stephen King
78834,067102423X,0,Bag of Bones,Stephen King
82893,067102423X,0,Bag of Bones,Stephen King
85656,067102423X,0,Bag of Bones,Stephen King
87141,067102423X,0,Bag of Bones,Stephen King
93085,067102423X,0,Bag of Bones,Stephen King
94923,067102423X,0,Bag of Bones,Stephen King
95932,067102423X,0,Bag of Bones,Stephen King
104399,067102423X,10,Bag of Bones,Stephen King
107453,067102423X,0,Bag of Bones,Stephen King
109574,067102423X,0,Bag of Bones,Stephen King
110973,067102423X,0,Bag of Bones,Stephen King
115490,067102423X,0,Bag of Bones,Stephen King
120093,067102423X,0,Bag of Bones,Stephen King
124363,067102423X,0,Bag of Bones,Stephen King
126492,067102423X,10,Bag of Bones,Stephen King
128835,067102423X,9,Bag of Bones,Stephen King
140358,067102423X,5,Bag of Bones,Stephen King
146348,067102423X,0,Bag of Bones,Stephen King
153662,067102423X,0,Bag of Bones,Stephen King
158295,067102423X,8,Bag of Bones,Stephen King
177432,067102423X,9,Bag of Bones,Stephen King
181687,067102423X,0,Bag of Bones,Stephen King
184299,067102423X,7,Bag of Bones,Stephen King
187256,067102423X,10,Bag of Bones,Stephen King
198711,067102423X,0,Bag of Bones,Stephen King
203968,067102423X,0,Bag of Bones,Stephen King
205980,067102423X,0,Bag of Bones,Stephen King
209373,067102423X,8,Bag of Bones,Stephen King
209875,067102423X,0,Bag of Bones,Stephen King
219546,067102423X,0,Bag of Bones,Stephen King
227447,067102423X,0,Bag of Bones,Stephen King
230522,067102423X,0,Bag of Bones,Stephen King
232131,067102423X,0,Bag of Bones,Stephen King
236340,067102423X,0,Bag of Bones,Stephen King
236757,067102423X,0,Bag of Bones,Stephen King
238781,067102423X,0,Bag of Bones,Stephen King
256402,067102423X,0,Bag of Bones,Stephen King
271284,067102423X,0,Bag of Bones,Stephen King
274061,067102423X,10,Bag of Bones,Stephen King
14521,0671032658,0,The Green Mile,Stephen King
20201,0671032658,0,The Green Mile,Stephen King
43806,0671032658,8,The Green Mile,Stephen King
105517,0671032658,0,The Green Mile,Stephen King
114414,0671032658,0,The Green Mile,Stephen King
128835,0671032658,0,The Green Mile,Stephen King
143415,0671032658,0,The Green Mile,Stephen King
177090,0671032658,0,The Green Mile,Stephen King
198711,0671032658,0,The Green Mile,Stephen King
214786,0671032658,0,The Green Mile,Stephen King
278418,0425178102,7,Big Trouble,Dave Barry
2766,0425178102,5,Big Trouble,Dave Barry
6575,0425178102,0,Big Trouble,Dave Barry
8681,0425178102,0,Big Trouble,Dave Barry
11676,0425178102,0,Big Trouble,Dave Barry
12824,0425178102,0,Big Trouble,Dave Barry
23768,0425178102,0,Big Trouble,Dave Barry
29259,0425178102,0,Big Trouble,Dave Barry
37950,0425178102,0,Big Trouble,Dave Barry
56959,0425178102,0,Big Trouble,Dave Barry
85701,0425178102,5,Big Trouble,Dave Barry
89602,0425178102,8,Big Trouble,Dave Barry
96054,0425178102,0,Big Trouble,Dave Barry
98758,0425178102,0,Big Trouble,Dave Barry
102967,0425178102,0,Big Trouble,Dave Barry
115490,0425178102,9,Big Trouble,Dave Barry
122429,0425178102,0,Big Trouble,Dave Barry
123981,0425178102,0,Big Trouble,Dave Barry
125692,0425178102,0,Big Trouble,Dave Barry
135045,0425178102,0,Big Trouble,Dave Barry
135149,0425178102,8,Big Trouble,Dave Barry
147847,0425178102,0,Big Trouble,Dave Barry
148744,0425178102,0,Big Trouble,Dave Barry
162639,0425178102,0,Big Trouble,Dave Barry
171118,0425178102,0,Big Trouble,Dave Barry
174304,0425178102,0,Big Trouble,Dave Barry
185233,0425178102,0,Big Trouble,Dave Barry
185384,0425178102,8,Big Trouble,Dave Barry
194669,0425178102,0,Big Trouble,Dave Barry
203240,0425178102,0,Big Trouble,Dave Barry
205473,0425178102,0,Big Trouble,Dave Barry
206074,0425178102,0,Big Trouble,Dave Barry
211919,0425178102,0,Big Trouble,Dave Barry
214786,0425178102,10,Big Trouble,Dave Barry
231827,0425178102,0,Big Trouble,Dave Barry
232131,0425178102,0,Big Trouble,Dave Barry
235392,0425178102,0,Big Trouble,Dave Barry
250184,0425178102,0,Big Trouble,Dave Barry
258185,0425178102,0,Big Trouble,Dave Barry
265313,0425178102,0,Big Trouble,Dave Barry
266226,0425178102,0,Big Trouble,Dave Barry
2276,0446609404,0,Cradle and All,James Patterson
7158,0446609404,0,Cradle and All,James Patterson
8936,0446609404,0,Cradle and All,James Patterson
11676,0446609404,5,Cradle and All,James Patterson
12538,0446609404,0,Cradle and All,James Patterson
16795,0446609404,8,Cradle and All,James Patterson
23768,0446609404,0,Cradle and All,James Patterson
35050,0446609404,0,Cradle and All,James Patterson
35859,0446609404,0,Cradle and All,James Patterson
37950,0446609404,5,Cradle and All,James Patterson
49109,0446609404,0,Cradle and All,James Patterson
51094,0446609404,0,Cradle and All,James Patterson
52584,0446609404,0,Cradle and All,James Patterson
55492,0446609404,0,Cradle and All,James Patterson
59172,0446609404,0,Cradle and All,James Patterson
63394,0446609404,0,Cradle and All,James Patterson
69042,0446609404,0,Cradle and All,James Patterson
78973,0446609404,8,Cradle and All,James Patterson
79186,0446609404,0,Cradle and All,James Patterson
82893,0446609404,0,Cradle and All,James Patterson
87141,0446609404,0,Cradle and All,James Patterson
92810,0446609404,8,Cradle and All,James Patterson
95316,0446609404,7,Cradle and All,James Patterson
101876,0446609404,8,Cradle and All,James Patterson
102967,0446609404,0,Cradle and All,James Patterson
112001,0446609404,0,Cradle and All,James Patterson
114414,0446609404,0,Cradle and All,James Patterson
115120,0446609404,0,Cradle and All,James Patterson
119575,0446609404,6,Cradle and All,James Patterson
123790,0446609404,0,Cradle and All,James Patterson
123981,0446609404,9,Cradle and All,James Patterson
124487,0446609404,0,Cradle and All,James Patterson
124942,0446609404,0,Cradle and All,James Patterson
125519,0446609404,10,Cradle and All,James Patterson
135149,0446609404,6,Cradle and All,James Patterson
136252,0446609404,0,Cradle and All,James Patterson
141710,0446609404,0,Cradle and All,James Patterson
144531,0446609404,0,Cradle and All,James Patterson
147847,0446609404,0,Cradle and All,James Patterson
153662,0446609404,0,Cradle and All,James Patterson
156150,0446609404,0,Cradle and All,James Patterson
167471,0446609404,0,Cradle and All,James Patterson
175003,0446609404,0,Cradle and All,James Patterson
178667,0446609404,0,Cradle and All,James Patterson
180651,0446609404,0,Cradle and All,James Patterson
185233,0446609404,0,Cradle and All,James Patterson
186570,0446609404,0,Cradle and All,James Patterson
206534,0446609404,0,Cradle and All,James Patterson
221445,0446609404,0,Cradle and All,James Patterson
225810,0446609404,0,Cradle and All,James Patterson
230249,0446609404,0,Cradle and All,James Patterson
232945,0446609404,0,Cradle and All,James Patterson
234828,0446609404,0,Cradle and All,James Patterson
238557,0446609404,6,Cradle and All,James Patterson
242299,0446609404,0,Cradle and All,James Patterson
246513,0446609404,0,Cradle and All,James Patterson
247752,0446609404,0,Cradle and All,James Patterson
249111,0446609404,9,Cradle and All,James Patterson
252071,0446609404,0,Cradle and All,James Patterson
258534,0446609404,10,Cradle and All,James Patterson
260897,0446609404,5,Cradle and All,James Patterson
261829,0446609404,0,Cradle and All,James Patterson
263460,0446609404,0,Cradle and All,James Patterson
263877,0446609404,0,Cradle and All,James Patterson
265115,0446609404,10,Cradle and All,James Patterson
265313,0446609404,0,Cradle and All,James Patterson
274308,0446609404,0,Cradle and All,James Patterson
6543,0446610038,9,1st to Die: A Novel,James Patterson
8936,0446610038,0,1st to Die: A Novel,James Patterson
11676,0446610038,10,1st to Die: A Novel,James Patterson
14521,0446610038,0,1st to Die: A Novel,James Patterson
16795,0446610038,9,1st to Die: A Novel,James Patterson
18401,0446610038,10,1st to Die: A Novel,James Patterson
20115,0446610038,0,1st to Die: A Novel,James Patterson
21014,0446610038,0,1st to Die: A Novel,James Patterson
23768,0446610038,0,1st to Die: A Novel,James Patterson
26544,0446610038,0,1st to Die: A Novel,James Patterson
30276,0446610038,8,1st to Die: A Novel,James Patterson
30972,0446610038,0,1st to Die: A Novel,James Patterson
31315,0446610038,0,1st to Die: A Novel,James Patterson
32773,0446610038,0,1st to Die: A Novel,James Patterson
33974,0446610038,0,1st to Die: A Novel,James Patterson
35050,0446610038,0,1st to Die: A Novel,James Patterson
35859,0446610038,7,1st to Die: A Novel,James Patterson
38023,0446610038,0,1st to Die: A Novel,James Patterson
39773,0446610038,0,1st to Die: A Novel,James Patterson
43246,0446610038,9,1st to Die: A Novel,James Patterson
51450,0446610038,10,1st to Die: A Novel,James Patterson
52853,0446610038,0,1st to Die: A Novel,James Patterson
53174,0446610038,0,1st to Die: A Novel,James Patterson
55187,0446610038,10,1st to Die: A Novel,James Patterson
55492,0446610038,0,1st to Die: A Novel,James Patterson
55548,0446610038,0,1st to Die: A Novel,James Patterson
55734,0446610038,0,1st to Die: A Novel,James Patterson
59172,0446610038,0,1st to Die: A Novel,James Patterson
63394,0446610038,0,1st to Die: A Novel,James Patterson
67840,0446610038,0,1st to Die: A Novel,James Patterson
69232,0446610038,0,1st to Die: A Novel,James Patterson
69355,0446610038,0,1st to Die: A Novel,James Patterson
76352,0446610038,0,1st to Die: A Novel,James Patterson
78834,0446610038,0,1st to Die: A Novel,James Patterson
79186,0446610038,0,1st to Die: A Novel,James Patterson
81045,0446610038,0,1st to Die: A Novel,James Patterson
84024,0446610038,9,1st to Die: A Novel,James Patterson
85656,0446610038,0,1st to Die: A Novel,James Patterson
87141,0446610038,0,1st to Die: A Novel,James Patterson
88733,0446610038,0,1st to Die: A Novel,James Patterson
91832,0446610038,0,1st to Die: A Novel,James Patterson
92547,0446610038,0,1st to Die: A Novel,James Patterson
93363,0446610038,8,1st to Die: A Novel,James Patterson
95359,0446610038,8,1st to Die: A Novel,James Patterson
102967,0446610038,0,1st to Die: A Novel,James Patterson
104636,0446610038,10,1st to Die: A Novel,James Patterson
106225,0446610038,0,1st to Die: A Novel,James Patterson
108285,0446610038,0,1st to Die: A Novel,James Patterson
110912,0446610038,9,1st to Die: A Novel,James Patterson
114414,0446610038,0,1st to Die: A Novel,James Patterson
114868,0446610038,0,1st to Die: A Novel,James Patterson
115490,0446610038,0,1st to Die: A Novel,James Patterson
119575,0446610038,0,1st to Die: A Novel,James Patterson
123790,0446610038,0,1st to Die: A Novel,James Patterson
124487,0446610038,0,1st to Die: A Novel,James Patterson
125519,0446610038,10,1st to Die: A Novel,James Patterson
128835,0446610038,0,1st to Die: A Novel,James Patterson
135149,0446610038,0,1st to Die: A Novel,James Patterson
136010,0446610038,0,1st to Die: A Novel,James Patterson
136382,0446610038,8,1st to Die: A Novel,James Patterson
137688,0446610038,0,1st to Die: A Novel,James Patterson
141710,0446610038,0,1st to Die: A Novel,James Patterson
143175,0446610038,10,1st to Die: A Novel,James Patterson
145619,0446610038,0,1st to Die: A Novel,James Patterson
147847,0446610038,5,1st to Die: A Novel,James Patterson
153662,0446610038,0,1st to Die: A Novel,James Patterson
156269,0446610038,0,1st to Die: A Novel,James Patterson
159033,0446610038,0,1st to Die: A Novel,James Patterson
159376,0446610038,0,1st to Die: A Novel,James Patterson
159858,0446610038,0,1st to Die: A Novel,James Patterson
163973,0446610038,0,1st to Die: A Novel,James Patterson
166123,0446610038,0,1st to Die: A Novel,James Patterson
167349,0446610038,0,1st to Die: A Novel,James Patterson
167800,0446610038,0,1st to Die: A Novel,James Patterson
170518,0446610038,0,1st to Die: A Novel,James Patterson
175003,0446610038,0,1st to Die: A Novel,James Patterson
177458,0446610038,7,1st to Die: A Novel,James Patterson
180651,0446610038,7,1st to Die: A Novel,James Patterson
185233,0446610038,0,1st to Die: A Novel,James Patterson
189516,0446610038,8,1st to Die: A Novel,James Patterson
190925,0446610038,8,1st to Die: A Novel,James Patterson
194669,0446610038,0,1st to Die: A Novel,James Patterson
196077,0446610038,0,1st to Die: A Novel,James Patterson
200226,0446610038,0,1st to Die: A Novel,James Patterson
200674,0446610038,0,1st to Die: A Novel,James Patterson
201768,0446610038,0,1st to Die: A Novel,James Patterson
204591,0446610038,7,1st to Die: A Novel,James Patterson
206534,0446610038,0,1st to Die: A Novel,James Patterson
207782,0446610038,0,1st to Die: A Novel,James Patterson
208406,0446610038,0,1st to Die: A Novel,James Patterson
208671,0446610038,0,1st to Die: A Novel,James Patterson
209756,0446610038,0,1st to Die: A Novel,James Patterson
213150,0446610038,8,1st to Die: A Novel,James Patterson
214786,0446610038,0,1st to Die: A Novel,James Patterson
218608,0446610038,0,1st to Die: A Novel,James Patterson
219546,0446610038,0,1st to Die: A Novel,James Patterson
221445,0446610038,0,1st to Die: A Novel,James Patterson
225763,0446610038,8,1st to Die: A Novel,James Patterson
225810,0446610038,7,1st to Die: A Novel,James Patterson
225989,0446610038,0,1st to Die: A Novel,James Patterson
228764,0446610038,10,1st to Die: A Novel,James Patterson
230496,0446610038,0,1st to Die: A Novel,James Patterson
230708,0446610038,0,1st to Die: A Novel,James Patterson
232131,0446610038,8,1st to Die: A Novel,James Patterson
232945,0446610038,8,1st to Die: A Novel,James Patterson
234828,0446610038,0,1st to Die: A Novel,James Patterson
235282,0446610038,8,1st to Die: A Novel,James Patterson
235842,0446610038,0,1st to Die: A Novel,James Patterson
236058,0446610038,3,1st to Die: A Novel,James Patterson
236283,0446610038,0,1st to Die: A Novel,James Patterson
236340,0446610038,8,1st to Die: A Novel,James Patterson
241980,0446610038,0,1st to Die: A Novel,James Patterson
243077,0446610038,0,1st to Die: A Novel,James Patterson
246513,0446610038,10,1st to Die: A Novel,James Patterson
249628,0446610038,0,1st to Die: A Novel,James Patterson
255489,0446610038,0,1st to Die: A Novel,James Patterson
257204,0446610038,0,1st to Die: A Novel,James Patterson
258185,0446610038,9,1st to Die: A Novel,James Patterson
258534,0446610038,6,1st to Die: A Novel,James Patterson
261829,0446610038,8,1st to Die: A Novel,James Patterson
262399,0446610038,0,1st to Die: A Novel,James Patterson
263460,0446610038,0,1st to Die: A Novel,James Patterson
263877,0446610038,0,1st to Die: A Novel,James Patterson
266056,0446610038,7,1st to Die: A Novel,James Patterson
268330,0446610038,0,1st to Die: A Novel,James Patterson
31315,0451178017,8,Over the Edge,Jonathan Kellerman
56856,0451178017,0,Over the Edge,Jonathan Kellerman
78783,0451178017,0,Over the Edge,Jonathan Kellerman
81045,0451178017,0,Over the Edge,Jonathan Kellerman
87141,0451178017,0,Over the Edge,Jonathan Kellerman
115120,0451178017,0,Over the Edge,Jonathan Kellerman
119575,0451178017,0,Over the Edge,Jonathan Kellerman
127359,0451178017,5,Over the Edge,Jonathan Kellerman
130571,0451178017,0,Over the Edge,Jonathan Kellerman
153662,0451178017,0,Over the Edge,Jonathan Kellerman
177072,0451178017,10,Over the Edge,Jonathan Kellerman
185233,0451178017,0,Over the Edge,Jonathan Kellerman
190459,0451178017,0,Over the Edge,Jonathan Kellerman
198711,0451178017,0,Over the Edge,Jonathan Kellerman
223087,0451178017,0,Over the Edge,Jonathan Kellerman
234623,0451178017,0,Over the Edge,Jonathan Kellerman
238120,0451178017,0,Over the Edge,Jonathan Kellerman
241666,0451178017,7,Over the Edge,Jonathan Kellerman
278418,0345404114,0,Sleepers,Lorenzo Carcaterra
3363,0345404114,0,Sleepers,Lorenzo Carcaterra
6575,0345404114,0,Sleepers,Lorenzo Carcaterra
11676,0345404114,0,Sleepers,Lorenzo Carcaterra
16795,0345404114,0,Sleepers,Lorenzo Carcaterra
21014,0345404114,0,Sleepers,Lorenzo Carcaterra
23902,0345404114,7,Sleepers,Lorenzo Carcaterra
30711,0345404114,5,Sleepers,Lorenzo Carcaterra
31315,0345404114,0,Sleepers,Lorenzo Carcaterra
32195,0345404114,0,Sleepers,Lorenzo Carcaterra
32440,0345404114,0,Sleepers,Lorenzo Carcaterra
35050,0345404114,0,Sleepers,Lorenzo Carcaterra
35859,0345404114,0,Sleepers,Lorenzo Carcaterra
76352,0345404114,0,Sleepers,Lorenzo Carcaterra
78783,0345404114,0,Sleepers,Lorenzo Carcaterra
85701,0345404114,0,Sleepers,Lorenzo Carcaterra
95359,0345404114,7,Sleepers,Lorenzo Carcaterra
105374,0345404114,0,Sleepers,Lorenzo Carcaterra
107784,0345404114,0,Sleepers,Lorenzo Carcaterra
111947,0345404114,0,Sleepers,Lorenzo Carcaterra
115490,0345404114,0,Sleepers,Lorenzo Carcaterra
126492,0345404114,8,Sleepers,Lorenzo Carcaterra
126736,0345404114,5,Sleepers,Lorenzo Carcaterra
130474,0345404114,0,Sleepers,Lorenzo Carcaterra
136252,0345404114,0,Sleepers,Lorenzo Carcaterra
138578,0345404114,7,Sleepers,Lorenzo Carcaterra
144555,0345404114,0,Sleepers,Lorenzo Carcaterra
146348,0345404114,0,Sleepers,Lorenzo Carcaterra
152186,0345404114,0,Sleepers,Lorenzo Carcaterra
163804,0345404114,0,Sleepers,Lorenzo Carcaterra
164323,0345404114,0,Sleepers,Lorenzo Carcaterra
169699,0345404114,0,Sleepers,Lorenzo Carcaterra
173415,0345404114,0,Sleepers,Lorenzo Carcaterra
175003,0345404114,0,Sleepers,Lorenzo Carcaterra
181176,0345404114,9,Sleepers,Lorenzo Carcaterra
185233,0345404114,0,Sleepers,Lorenzo Carcaterra
186570,0345404114,0,Sleepers,Lorenzo Carcaterra
200674,0345404114,0,Sleepers,Lorenzo Carcaterra
206534,0345404114,0,Sleepers,Lorenzo Carcaterra
208406,0345404114,0,Sleepers,Lorenzo Carcaterra
210959,0345404114,0,Sleepers,Lorenzo Carcaterra
212923,0345404114,0,Sleepers,Lorenzo Carcaterra
217375,0345404114,0,Sleepers,Lorenzo Carcaterra
224435,0345404114,0,Sleepers,Lorenzo Carcaterra
232131,0345404114,0,Sleepers,Lorenzo Carcaterra
234828,0345404114,0,Sleepers,Lorenzo Carcaterra
238120,0345404114,8,Sleepers,Lorenzo Carcaterra
245827,0345404114,0,Sleepers,Lorenzo Carcaterra
250764,0345404114,0,Sleepers,Lorenzo Carcaterra
251613,0345404114,0,Sleepers,Lorenzo Carcaterra
252071,0345404114,0,Sleepers,Lorenzo Carcaterra
262399,0345404114,0,Sleepers,Lorenzo Carcaterra
269566,0345404114,0,Sleepers,Lorenzo Carcaterra
6251,0385479565,0,The Hot Zone,Richard Preston
7346,0385479565,8,The Hot Zone,Richard Preston
11676,0385479565,10,The Hot Zone,Richard Preston
16795,0385479565,0,The Hot Zone,Richard Preston
29259,0385479565,0,The Hot Zone,Richard Preston
31315,0385479565,0,The Hot Zone,Richard Preston
32195,0385479565,0,The Hot Zone,Richard Preston
35857,0385479565,0,The Hot Zone,Richard Preston
35859,0385479565,0,The Hot Zone,Richard Preston
36606,0385479565,0,The Hot Zone,Richard Preston
41084,0385479565,0,The Hot Zone,Richard Preston
52614,0385479565,0,The Hot Zone,Richard Preston
53628,0385479565,0,The Hot Zone,Richard Preston
55492,0385479565,0,The Hot Zone,Richard Preston
56447,0385479565,0,The Hot Zone,Richard Preston
59172,0385479565,0,The Hot Zone,Richard Preston
62891,0385479565,6,The Hot Zone,Richard Preston
66680,0385479565,0,The Hot Zone,Richard Preston
75591,0385479565,8,The Hot Zone,Richard Preston
76818,0385479565,7,The Hot Zone,Richard Preston
81492,0385479565,0,The Hot Zone,Richard Preston
82926,0385479565,0,The Hot Zone,Richard Preston
87555,0385479565,0,The Hot Zone,Richard Preston
88693,0385479565,9,The Hot Zone,Richard Preston
95359,0385479565,9,The Hot Zone,Richard Preston
95932,0385479565,0,The Hot Zone,Richard Preston
100906,0385479565,8,The Hot Zone,Richard Preston
105517,0385479565,6,The Hot Zone,Richard Preston
107784,0385479565,5,The Hot Zone,Richard Preston
110973,0385479565,0,The Hot Zone,Richard Preston
114444,0385479565,0,The Hot Zone,Richard Preston
124363,0385479565,0,The Hot Zone,Richard Preston
125692,0385479565,10,The Hot Zone,Richard Preston
128835,0385479565,9,The Hot Zone,Richard Preston
130474,0385479565,0,The Hot Zone,Richard Preston
131837,0385479565,0,The Hot Zone,Richard Preston
135045,0385479565,8,The Hot Zone,Richard Preston
136205,0385479565,10,The Hot Zone,Richard Preston
142093,0385479565,0,The Hot Zone,Richard Preston
153662,0385479565,0,The Hot Zone,Richard Preston
166123,0385479565,0,The Hot Zone,Richard Preston
169233,0385479565,0,The Hot Zone,Richard Preston
172742,0385479565,10,The Hot Zone,Richard Preston
174304,0385479565,10,The Hot Zone,Richard Preston
189516,0385479565,0,The Hot Zone,Richard Preston
198711,0385479565,0,The Hot Zone,Richard Preston
203968,0385479565,0,The Hot Zone,Richard Preston
205735,0385479565,0,The Hot Zone,Richard Preston
211426,0385479565,0,The Hot Zone,Richard Preston
224764,0385479565,0,The Hot Zone,Richard Preston
225810,0385479565,0,The Hot Zone,Richard Preston
226965,0385479565,0,The Hot Zone,Richard Preston
228998,0385479565,0,The Hot Zone,Richard Preston
229313,0385479565,0,The Hot Zone,Richard Preston
230249,0385479565,0,The Hot Zone,Richard Preston
230522,0385479565,0,The Hot Zone,Richard Preston
231210,0385479565,0,The Hot Zone,Richard Preston
231827,0385479565,10,The Hot Zone,Richard Preston
235105,0385479565,0,The Hot Zone,Richard Preston
236283,0385479565,0,The Hot Zone,Richard Preston
241666,0385479565,9,The Hot Zone,Richard Preston
242083,0385479565,10,The Hot Zone,Richard Preston
242299,0385479565,0,The Hot Zone,Richard Preston
245410,0385479565,0,The Hot Zone,Richard Preston
252071,0385479565,7,The Hot Zone,Richard Preston
256407,0385479565,0,The Hot Zone,Richard Preston
259629,0385479565,0,The Hot Zone,Richard Preston
260897,0385479565,0,The Hot Zone,Richard Preston
263877,0385479565,0,The Hot Zone,Richard Preston
264637,0385479565,10,The Hot Zone,Richard Preston
265313,0385479565,0,The Hot Zone,Richard Preston
266056,0385479565,0,The Hot Zone,Richard Preston
269566,0385479565,0,The Hot Zone,Richard Preston
271195,0385479565,0,The Hot Zone,Richard Preston
274061,0385479565,0,The Hot Zone,Richard Preston
6251,0553580930,0,A Man in Full,Tom Wolfe
6575,0553580930,0,A Man in Full,Tom Wolfe
11676,0553580930,5,A Man in Full,Tom Wolfe
23768,0553580930,0,A Man in Full,Tom Wolfe
30511,0553580930,0,A Man in Full,Tom Wolfe
30972,0553580930,0,A Man in Full,Tom Wolfe
35859,0553580930,0,A Man in Full,Tom Wolfe
46398,0553580930,0,A Man in Full,Tom Wolfe
52584,0553580930,0,A Man in Full,Tom Wolfe
53628,0553580930,0,A Man in Full,Tom Wolfe
55492,0553580930,0,A Man in Full,Tom Wolfe
55548,0553580930,0,A Man in Full,Tom Wolfe
55734,0553580930,0,A Man in Full,Tom Wolfe
69042,0553580930,0,A Man in Full,Tom Wolfe
76352,0553580930,0,A Man in Full,Tom Wolfe
76626,0553580930,0,A Man in Full,Tom Wolfe
76942,0553580930,0,A Man in Full,Tom Wolfe
87141,0553580930,0,A Man in Full,Tom Wolfe
87746,0553580930,0,A Man in Full,Tom Wolfe
112881,0553580930,0,A Man in Full,Tom Wolfe
120548,0553580930,0,A Man in Full,Tom Wolfe
124942,0553580930,0,A Man in Full,Tom Wolfe
125692,0553580930,0,A Man in Full,Tom Wolfe
126492,0553580930,0,A Man in Full,Tom Wolfe
131837,0553580930,0,A Man in Full,Tom Wolfe
140000,0553580930,0,A Man in Full,Tom Wolfe
141710,0553580930,0,A Man in Full,Tom Wolfe
143175,0553580930,10,A Man in Full,Tom Wolfe
145619,0553580930,0,A Man in Full,Tom Wolfe
159858,0553580930,8,A Man in Full,Tom Wolfe
172742,0553580930,0,A Man in Full,Tom Wolfe
177072,0553580930,0,A Man in Full,Tom Wolfe
187256,0553580930,6,A Man in Full,Tom Wolfe
189835,0553580930,7,A Man in Full,Tom Wolfe
196457,0553580930,0,A Man in Full,Tom Wolfe
201526,0553580930,0,A Man in Full,Tom Wolfe
207246,0553580930,0,A Man in Full,Tom Wolfe
210485,0553580930,0,A Man in Full,Tom Wolfe
214786,0553580930,10,A Man in Full,Tom Wolfe
231210,0553580930,0,A Man in Full,Tom Wolfe
231857,0553580930,0,A Man in Full,Tom Wolfe
234623,0553580930,0,A Man in Full,Tom Wolfe
236283,0553580930,0,A Man in Full,Tom Wolfe
255092,0553580930,0,A Man in Full,Tom Wolfe
274308,0553580930,0,A Man in Full,Tom Wolfe
6251,0804114986,0,The Bonesetter's Daughter,Amy Tan
7346,0804114986,0,The Bonesetter's Daughter,Amy Tan
7915,0804114986,0,The Bonesetter's Daughter,Amy Tan
11676,0804114986,8,The Bonesetter's Daughter,Amy Tan
11993,0804114986,0,The Bonesetter's Daughter,Amy Tan
15408,0804114986,0,The Bonesetter's Daughter,Amy Tan
16634,0804114986,0,The Bonesetter's Daughter,Amy Tan
30533,0804114986,8,The Bonesetter's Daughter,Amy Tan
30711,0804114986,0,The Bonesetter's Daughter,Amy Tan
31315,0804114986,0,The Bonesetter's Daughter,Amy Tan
35857,0804114986,0,The Bonesetter's Daughter,Amy Tan
35859,0804114986,0,The Bonesetter's Daughter,Amy Tan
36609,0804114986,0,The Bonesetter's Daughter,Amy Tan
36907,0804114986,9,The Bonesetter's Daughter,Amy Tan
43246,0804114986,0,The Bonesetter's Daughter,Amy Tan
43842,0804114986,0,The Bonesetter's Daughter,Amy Tan
48494,0804114986,0,The Bonesetter's Daughter,Amy Tan
52584,0804114986,0,The Bonesetter's Daughter,Amy Tan
55492,0804114986,0,The Bonesetter's Daughter,Amy Tan
55548,0804114986,0,The Bonesetter's Daughter,Amy Tan
60244,0804114986,8,The Bonesetter's Daughter,Amy Tan
69697,0804114986,0,The Bonesetter's Daughter,Amy Tan
70052,0804114986,7,The Bonesetter's Daughter,Amy Tan
75860,0804114986,0,The Bonesetter's Daughter,Amy Tan
77809,0804114986,0,The Bonesetter's Daughter,Amy Tan
78783,0804114986,0,The Bonesetter's Daughter,Amy Tan
87555,0804114986,0,The Bonesetter's Daughter,Amy Tan
87746,0804114986,0,The Bonesetter's Daughter,Amy Tan
95359,0804114986,0,The Bonesetter's Daughter,Amy Tan
